0, 0.24946088043540013, 0.44336, 1.4020326137542725, 1.2032309770584106
1, 0.33302275399812387, 0.51824, 1.18683922290802, 1.1343599557876587
2, 0.39648746389003725, 0.59136, 1.1115139722824097, 1.03385591506958
3, 0.5030820053839661, 0.63648, 1.0255928039550781, 0.9605280756950378
9, 0.5376853085755234, 0.67328, 0.8174803256988525, 0.8560352921485901
16, 0.560453328325992, 0.70192, 0.7226106524467468, 0.7973975539207458
29, 0.5735530030706997, 0.7128, 0.6131770014762878, 0.8072803616523743
38, 0.5766154703716299, 0.71312, 0.5599484443664551, 0.8049821853637695
52, 0.591607553827077, 0.70848, 0.47353270649909973, 0.8696260452270508
84, 0.5958331714979869, 0.70368, 0.37057003378868103, 1.0290436744689941
111, 0.6007785417747579, 0.69744, 0.2966664731502533, 1.1251002550125122
157, 0.6084186042472016, 0.70288, 0.22597216069698334, 1.2959412336349487
